50 50 3
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
208 219 228
241 252 254
241 252 254
250 255 255
253 255 255
253 255 255
248 253 255
255 255 255
255 255 255
246 253 255
249 254 255
249 254 255
235 246 251
164 191 214
164 191 214
191 211 231
242 254 255
242 254 255
238 251 255
239 251 255
239 251 255
239 251 255
239 251 255
239 251 255
240 251 255
240 252 255
240 252 255
241 252 255
242 253 255
242 253 255
243 255 255
242 248 249
242 248 249
148 102 82
143 146 152
143 146 152
249 255 255
248 255 255
248 255 255
245 255 255
246 255 255
246 255 255
241 254 255
242 254 255
242 254 255
219 231 237
201 213 223
201 213 223
255 255 255
255 255 255
220 231 238
240 251 255
240 251 255
251 255 255
255 255 255
255 255 255
244 252 255
244 252 255
244 252 255
239 251 255
238 250 255
238 250 255
241 253 255
212 227 239
212 227 239
227 240 249
242 253 255
242 253 255
240 252 255
241 253 255
241 253 255
242 253 255
242 253 255
242 253 255
243 254 255
244 254 255
244 254 255
245 255 255
240 250 253
240 250 253
247 255 255
239 243 241
239 243 241
189 125 96
89 51 40
89 51 40
132 123 123
197 204 207
197 204 207
209 217 220
205 214 218
205 214 218
239 250 252
248 255 255
248 255 255
246 255 255
226 237 241
226 237 241
255 255 255
255 255 255
220 231 238
240 251 255
240 251 255
251 255 255
255 255 255
255 255 255
244 252 255
244 252 255
244 252 255
239 251 255
238 250 255
238 250 255
241 253 255
212 227 239
212 227 239
227 240 249
242 253 255
242 253 255
240 252 255
241 253 255
241 253 255
242 253 255
242 253 255
242 253 255
243 254 255
244 254 255
244 254 255
245 255 255
240 250 253
240 250 253
247 255 255
239 243 241
239 243 241
189 125 96
89 51 40
89 51 40
132 123 123
197 204 207
197 204 207
209 217 220
205 214 218
205 214 218
239 250 252
248 255 255
248 255 255
246 255 255
226 237 241
226 237 241
255 255 255
255 255 255
231 243 248
239 250 255
239 250 255
254 255 255
244 252 255
244 252 255
237 250 255
238 251 255
238 251 255
236 248 254
233 244 251
233 244 251
242 253 255
246 255 255
246 255 255
245 255 255
244 254 255
244 254 255
245 255 255
240 250 253
240 250 253
243 253 255
247 255 255
247 255 255
247 255 255
247 255 255
247 255 255
248 255 255
239 249 252
239 249 252
242 255 255
225 212 202
225 212 202
213 136 102
160 106 87
160 106 87
102 53 37
101 48 37
101 48 37
76 37 38
170 175 180
170 175 180
245 254 254
230 242 247
230 242 247
248 255 255
250 255 255
250 255 255
255 255 255
255 255 255
237 249 255
240 251 255
240 251 255
244 253 255
238 251 255
238 251 255
240 252 255
242 254 255
242 254 255
232 242 249
222 232 240
222 232 240
248 255 255
246 255 255
246 255 255
246 255 255
246 255 255
246 255 255
250 255 255
225 234 239
225 234 239
237 246 249
249 255 255
249 255 255
247 255 255
248 255 255
248 255 255
247 255 255
252 255 255
252 255 255
222 224 224
206 144 115
206 144 115
217 149 120
189 150 133
189 150 133
134 71 68
102 20 23
102 20 23
154 147 153
255 255 255
255 255 255
251 255 255
212 227 238
212 227 238
208 223 234
227 235 242
227 235 242
255 255 255
255 255 255
237 249 255
240 251 255
240 251 255
244 253 255
238 251 255
238 251 255
240 252 255
242 254 255
242 254 255
232 242 249
222 232 240
222 232 240
248 255 255
246 255 255
246 255 255
246 255 255
246 255 255
246 255 255
250 255 255
225 234 239
225 234 239
237 246 249
249 255 255
249 255 255
247 255 255
248 255 255
248 255 255
247 255 255
252 255 255
252 255 255
222 224 224
206 144 115
206 144 115
217 149 120
189 150 133
189 150 133
134 71 68
102 20 23
102 20 23
154 147 153
255 255 255
255 255 255
251 255 255
212 227 238
212 227 238
208 223 234
227 235 242
227 235 242
255 255 255
255 255 255
238 251 255
239 251 255
239 251 255
240 252 255
242 253 255
242 253 255
243 254 255
249 255 255
249 255 255
213 222 233
204 213 226
204 213 226
253 255 255
247 255 255
247 255 255
247 255 255
247 255 255
247 255 255
253 255 255
195 205 220
195 205 220
218 228 235
252 255 255
252 255 255
251 255 255
251 255 255
251 255 255
252 255 255
223 224 224
223 224 224
157 120 114
147 101 109
147 101 109
142 108 133
149 122 142
149 122 142
143 69 72
114 43 50
114 43 50
225 239 243
253 255 255
253 255 255
250 255 255
237 249 252
237 249 252
179 199 219
191 207 223
191 207 223
255 255 255
255 255 255
241 252 255
242 253 255
242 253 255
244 254 255
245 255 255
245 255 255
246 255 255
255 255 255
255 255 255
171 185 216
187 200 222
187 200 222
255 255 255
248 255 255
248 255 255
248 255 255
248 255 255
248 255 255
255 255 255
187 201 225
187 201 225
178 193 221
249 252 253
249 252 253
220 231 240
219 230 239
219 230 239
228 237 244
220 227 233
220 227 233
209 218 225
160 170 189
160 170 189
137 143 183
140 135 178
140 135 178
145 88 103
122 72 77
122 72 77
243 255 255
249 255 255
249 255 255
248 255 255
251 255 255
251 255 255
201 219 233
175 197 219
175 197 219
255 255 255
255 255 255
241 252 255
242 253 255
242 253 255
244 254 255
245 255 255
245 255 255
246 255 255
255 255 255
255 255 255
171 185 216
187 200 222
187 200 222
255 255 255
248 255 255
248 255 255
248 255 255
248 255 255
248 255 255
255 255 255
187 201 225
187 201 225
178 193 221
249 252 253
249 252 253
220 231 240
219 230 239
219 230 239
228 237 244
220 227 233
220 227 233
209 218 225
160 170 189
160 170 189
137 143 183
140 135 178
140 135 178
145 88 103
122 72 77
122 72 77
243 255 255
249 255 255
249 255 255
248 255 255
251 255 255
251 255 255
201 219 233
175 197 219
175 197 219
255 255 255
255 255 255
244 255 255
245 255 255
245 255 255
246 255 255
247 255 255
247 255 255
248 255 255
245 253 254
245 253 254
157 181 224
177 194 222
177 194 222
255 255 255
249 255 255
249 255 255
247 255 255
248 255 255
248 255 255
254 255 255
202 216 234
202 216 234
148 175 223
182 195 218
182 195 218
226 233 241
233 243 247
233 243 247
237 246 250
241 251 254
241 251 254
244 254 255
218 228 235
218 228 235
188 209 235
208 230 249
208 230 249
143 136 166
105 82 99
105 82 99
245 255 255
255 255 255
255 255 255
255 255 255
254 255 255
254 255 255
194 210 228
153 177 208
153 177 208
255 255 255
255 255 255
246 255 255
246 255 255
246 255 255
247 255 255
247 255 255
247 255 255
251 255 255
220 231 243
220 231 243
173 202 241
158 178 213
158 178 213
205 215 226
240 250 251
240 250 251
249 255 255
248 255 255
248 255 255
253 255 255
210 222 235
210 222 235
179 207 242
183 207 238
183 207 238
215 226 238
243 251 253
243 251 253
254 255 255
252 255 255
252 255 255
253 255 255
222 230 235
222 230 235
170 185 213
192 215 246
192 215 246
230 248 255
193 208 228
193 208 228
186 201 223
195 207 226
195 207 226
208 216 231
189 203 224
189 203 224
182 199 227
159 180 215
159 180 215
255 255 255
255 255 255
246 255 255
246 255 255
246 255 255
247 255 255
247 255 255
247 255 255
251 255 255
220 231 243
220 231 243
173 202 241
158 178 213
158 178 213
205 215 226
240 250 251
240 250 251
249 255 255
248 255 255
248 255 255
253 255 255
210 222 235
210 222 235
179 207 242
183 207 238
183 207 238
215 226 238
243 251 253
243 251 253
254 255 255
252 255 255
252 255 255
253 255 255
222 230 235
222 230 235
170 185 213
192 215 246
192 215 246
230 248 255
193 208 228
193 208 228
186 201 223
195 207 226
195 207 226
208 216 231
189 203 224
189 203 224
182 199 227
159 180 215
159 180 215
255 255 255
255 255 255
246 255 255
247 255 255
247 255 255
247 255 255
246 255 255
246 255 255
248 255 255
188 203 228
188 203 228
171 198 234
162 195 233
162 195 233
172 186 211
244 253 254
244 253 254
249 255 255
248 255 255
248 255 255
251 255 255
220 231 240
220 231 240
193 213 239
224 245 255
224 245 255
206 227 246
192 207 227
192 207 227
203 215 229
226 237 244
226 237 244
246 253 255
233 243 246
233 243 246
194 202 214
177 197 229
177 197 229
170 194 236
219 236 255
219 236 255
232 247 255
206 223 241
206 223 241
146 166 204
212 228 246
212 228 246
194 213 245
229 243 255
229 243 255
255 255 255
255 255 255
245 255 255
246 255 255
246 255 255
247 255 255
248 255 255
248 255 255
226 236 242
169 189 224
169 189 224
209 234 255
219 243 255
219 243 255
176 192 218
204 213 227
204 213 227
255 255 255
247 255 255
247 255 255
249 255 255
236 246 249
236 246 249
200 215 234
229 247 255
229 247 255
227 245 255
226 244 255
226 244 255
208 226 242
188 204 225
188 204 225
175 190 213
177 190 211
177 190 211
179 186 200
233 241 244
233 241 244
170 190 223
129 156 215
129 156 215
175 198 241
174 196 230
174 196 230
220 235 250
196 215 245
196 215 245
186 205 238
210 226 249
210 226 249
255 255 255
255 255 255
245 255 255
246 255 255
246 255 255
247 255 255
248 255 255
248 255 255
226 236 242
169 189 224
169 189 224
209 234 255
219 243 255
219 243 255
176 192 218
204 213 227
204 213 227
255 255 255
247 255 255
247 255 255
249 255 255
236 246 249
236 246 249
200 215 234
229 247 255
229 247 255
227 245 255
226 244 255
226 244 255
208 226 242
188 204 225
188 204 225
175 190 213
177 190 211
177 190 211
179 186 200
233 241 244
233 241 244
170 190 223
129 156 215
129 156 215
175 198 241
174 196 230
174 196 230
220 235 250
196 215 245
196 215 245
186 205 238
210 226 249
210 226 249
255 255 255
255 255 255
245 255 255
246 255 255
246 255 255
247 255 255
251 255 255
251 255 255
199 210 225
174 195 230
174 195 230
224 245 255
226 244 255
226 244 255
229 250 255
150 177 212
150 177 212
211 219 229
253 255 255
253 255 255
250 255 255
248 255 255
248 255 255
209 220 232
227 244 255
227 244 255
228 245 255
229 245 255
229 245 255
230 247 255
230 248 255
230 248 255
219 238 254
190 211 233
190 211 233
150 168 204
199 209 224
199 209 224
254 255 255
170 189 219
170 189 219
109 136 200
114 141 211
114 141 211
157 181 222
198 220 247
198 220 247
184 207 239
185 209 243
185 209 243
255 255 255
255 255 255
245 255 255
246 255 255
246 255 255
248 255 255
252 255 255
252 255 255
174 186 209
177 197 229
177 197 229
234 251 255
184 199 216
184 199 216
146 163 178
153 190 227
153 190 227
144 166 206
212 219 227
212 219 227
234 243 246
255 255 255
255 255 255
226 236 243
216 232 248
216 232 248
230 247 255
221 242 255
221 242 255
222 244 255
217 234 249
217 234 249
203 221 238
225 248 255
225 248 255
177 198 216
191 210 234
191 210 234
251 255 255
255 255 255
255 255 255
190 208 228
111 137 197
111 137 197
105 131 204
129 154 209
129 154 209
138 166 218
181 210 242
181 210 242
255 255 255
255 255 255
245 255 255
246 255 255
246 255 255
248 255 255
252 255 255
252 255 255
174 186 209
177 197 229
177 197 229
234 251 255
184 199 216
184 199 216
146 163 178
153 190 227
153 190 227
144 166 206
212 219 227
212 219 227
234 243 246
255 255 255
255 255 255
226 236 243
216 232 248
216 232 248
230 247 255
221 242 255
221 242 255
222 244 255
217 234 249
217 234 249
203 221 238
225 248 255
225 248 255
177 198 216
191 210 234
191 210 234
251 255 255
255 255 255
255 255 255
190 208 228
111 137 197
111 137 197
105 131 204
129 154 209
129 154 209
138 166 218
181 210 242
181 210 242
255 255 255
255 255 255
235 247 250
245 255 255
245 255 255
247 255 255
251 255 255
251 255 255
154 167 197
174 197 234
174 197 234
90 101 118
37 38 48
37 38 48
16 7 10
34 31 44
34 31 44
134 156 203
201 219 241
201 219 241
170 181 206
195 207 229
195 207 229
236 244 249
214 227 241
214 227 241
228 246 255
179 217 254
179 217 254
171 197 231
80 88 100
80 88 100
40 45 49
45 53 61
45 53 61
105 121 148
188 214 249
188 214 249
246 255 254
243 250 252
243 250 252
237 244 248
184 202 224
184 202 224
104 129 187
114 139 207
114 139 207
109 134 202
108 135 200
108 135 200
255 255 255
255 255 255
217 230 238
247 255 255
247 255 255
248 255 255
248 255 255
248 255 255
141 155 189
115 142 187
115 142 187
43 46 68
141 109 105
141 109 105
92 51 38
86 59 53
86 59 53
153 143 150
233 250 255
233 250 255
214 230 245
179 197 227
179 197 227
202 218 240
207 219 236
207 219 236
221 237 252
201 222 244
201 222 244
115 129 160
126 145 165
126 145 165
150 172 194
129 154 184
129 154 184
155 184 222
173 201 240
173 201 240
187 199 220
191 206 229
191 206 229
204 220 240
196 217 242
196 217 242
168 195 230
174 202 241
174 202 241
193 222 254
173 202 238
173 202 238
255 255 255
255 255 255
217 230 238
247 255 255
247 255 255
248 255 255
248 255 255
248 255 255
141 155 189
115 142 187
115 142 187
43 46 68
141 109 105
141 109 105
92 51 38
86 59 53
86 59 53
153 143 150
233 250 255
233 250 255
214 230 245
179 197 227
179 197 227
202 218 240
207 219 236
207 219 236
221 237 252
201 222 244
201 222 244
115 129 160
126 145 165
126 145 165
150 172 194
129 154 184
129 154 184
155 184 222
173 201 240
173 201 240
187 199 220
191 206 229
191 206 229
204 220 240
196 217 242
196 217 242
168 195 230
174 202 241
174 202 241
193 222 254
173 202 238
173 202 238
255 255 255
255 255 255
212 226 235
249 255 255
249 255 255
249 255 255
240 250 251
240 250 251
127 142 181
136 168 213
136 168 213
114 107 133
233 199 181
233 199 181
151 105 91
222 217 221
222 217 221
131 106 103
237 249 255
237 249 255
230 247 255
231 248 255
231 248 255
230 248 255
226 244 255
226 244 255
227 245 255
214 233 252
214 233 252
218 239 255
221 247 255
221 247 255
207 236 255
205 235 255
205 235 255
207 236 255
157 182 225
157 182 225
147 162 199
189 207 230
189 207 230
178 198 229
162 188 226
162 188 226
154 183 225
161 190 230
161 190 230
171 200 235
176 205 238
176 205 238
255 255 255
255 255 255
217 231 238
249 255 255
249 255 255
250 255 255
230 240 244
230 240 244
111 127 170
165 199 239
165 199 239
188 204 231
205 198 200
205 198 200
108 51 43
203 127 141
203 127 141
189 125 136
231 247 255
231 247 255
229 246 255
216 236 255
216 236 255
226 244 255
228 245 255
228 245 255
228 245 255
229 246 255
229 246 255
223 242 255
208 232 255
208 232 255
203 229 255
200 228 255
200 228 255
204 231 255
142 169 219
142 169 219
202 213 231
230 235 243
230 235 243
203 215 231
195 209 228
195 209 228
182 201 224
146 171 207
146 171 207
144 168 205
138 163 202
138 163 202
255 255 255
255 255 255
217 231 238
249 255 255
249 255 255
250 255 255
230 240 244
230 240 244
111 127 170
165 199 239
165 199 239
188 204 231
205 198 200
205 198 200
108 51 43
203 127 141
203 127 141
189 125 136
231 247 255
231 247 255
229 246 255
216 236 255
216 236 255
226 244 255
228 245 255
228 245 255
228 245 255
229 246 255
229 246 255
223 242 255
208 232 255
208 232 255
203 229 255
200 228 255
200 228 255
204 231 255
142 169 219
142 169 219
202 213 231
230 235 243
230 235 243
203 215 231
195 209 228
195 209 228
182 201 224
146 171 207
146 171 207
144 168 205
138 163 202
138 163 202
255 255 255
255 255 255
221 234 241
249 255 255
249 255 255
252 255 255
214 224 231
214 224 231
120 143 198
127 163 222
127 163 222
213 240 255
226 244 254
226 244 254
172 143 147
187 97 121
187 97 121
219 188 208
229 251 255
229 251 255
228 246 255
223 242 255
223 242 255
227 245 255
228 245 255
228 245 255
228 246 255
228 247 255
228 247 255
220 240 255
211 235 255
211 235 255
206 232 255
205 231 255
205 231 255
209 236 255
119 142 196
119 142 196
194 205 224
255 255 255
255 255 255
254 255 255
255 255 255
255 255 255
248 255 255
184 206 226
184 206 226
170 194 220
170 194 222
170 194 222
255 255 255
255 255 255
226 239 244
249 255 255
249 255 255
250 255 255
205 214 222
205 214 222
129 143 180
106 139 210
106 139 210
162 194 237
211 236 255
211 236 255
202 230 255
194 217 244
194 217 244
212 238 255
226 243 255
226 243 255
229 246 255
228 246 255
228 246 255
227 244 255
228 247 255
228 247 255
217 233 255
199 216 251
199 216 251
218 240 255
213 237 255
213 237 255
209 234 255
211 236 255
211 236 255
191 219 251
130 144 183
130 144 183
215 224 231
253 255 255
253 255 255
248 255 255
249 255 255
249 255 255
241 252 255
187 207 225
187 207 225
172 194 218
168 192 219
168 192 219
255 255 255
255 255 255
226 239 244
